File,Code,Text
"Switzerland_Nestle, 2023, net zero roadmap",[Scope3],"['Now we are going beyond our commitments: we are specifying our plan to halve Nestlé’s greenhouse gas (GHG) emissions by 2030 and to achieve net zero by 2050 – even as our business continues to grow. We are making our footprint transparent and will make our progress clear. ', 'People will be at the heart of our climate actions. We strive to ensure that our initiatives promote a just transition toward a regenerative food system for all. ', 'The work behind all of this is detailed, rigorous and intense. It requires us to examine not only our operations but also each of our products to see how we can make them better for the planet. And as most of our emissions occur outside of our own four walls, we must go on the ground to collaborate with our suppliers and help them improve their production processes. ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Paris],"['At the other end of the value chain, we look forward to working with our customers to shape their offering and with our consumers to encourage more sustainable purchasing and consumption. We need action from governments and regulators to create clear and fair rules for companies to make progress. ', 'But Nestlé must first lead by example. It is only by taking tangible actions that we can convince others to do the same. And it is only together that we can make a positive difference. ', 'Solving the problem means identifying the problem. We found Nestlé emitted 92 million tonnes of greenhouse gas emissions in 2018*. Now we know the extent, we know the road ahead. ', '*Total GHG emissions were 113 million tonnes (CO2 equivalent) in 2018, 92 of which are in scope of our UN 1.5°C pledge. ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scope3],"['Storing and delivering our products around the world. ', 'Offering and selling products to shoppers in stores. ', 'Our consumers enjoying Nestlé’s products wherever they are. ', 'Nestlé’s total GHG emissions by Scope million tonnes of CO2e, in 2018 ', 'Emissions from our direct operations, known as Scope 1 and Scope 2, accounted for just 5% of our GHG emissions. The vast majority of our GHG emissions (95%) come from activities in our supply chain. As a result, that is where we focus most of our efforts. ', 'Emitted directly 3.3 3.0% from sources we own or control such as on-site combustion (coal, natural gas, fuel for company’s vehicle fleet). ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scope3],"['Emitted indirectly 2.5 2.2% from the generation of purchased energy like electricity and heating/cooling network. ', 'in our value chain, both upstream and downstream, such as sourcing and use of sold products. ', 'Nestlé’s in-scope GHG emissions by operation (92 out of 113) million tonnes of CO2e, in 2018 ', 'Progress toward net zero will be measured against our 2018 GHG emissions. We calculated this baseline and defined our footprint in partnership with South Pole, an external consultant. ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scope3],"['In setting our targets, we have followed the Science Based Targets initiative’s (SBTi) criteria. They provide a clearly defined pathway for coupling future-proof growth with reductions in GHG emissions. As our Scope 3 emissions make up 95% of our footprint, we are addressing more than 80% of these. The SBTi approved our targets in November 2020. ', 'This data is our starting point. As we enhance our ability to identify and measure emissions, and better use the data that has been disclosed by our suppliers and others, our monitoring will improve. We intend to also share our science-based methodology for calculating GHG emissions to help push new frontiers in climate data transparency for the food and beverage industry. ', 'Total 92 million tonnes of CO2e 65.6 Dairy and livestock 34.2 Soil and forests  25.0 Other  6.4 7.0 11.0 7.5 ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scope3],"['As a company at the start of its net zero journey, following SBTi guidelines for now we have excluded the following emissions from our net zero commitment*: ', 'Consumer use of sold products 12.7 million tonnes of CO2e ', 'Purchased services, leased assets, capital goods, investments 8.6 million tonnes of CO2e ', '* We support ambitious action across economies to tackle climate change and will continue working with others on ways to address emissions not covered by our net zero commitment. ', 'Working with farmers, suppliers and communities to source ways that protect ecosystems, reduce emissions and enhance livelihoods. ', 'Packaging helps keep our food safe but causes waste. Investments in packaging innovations and new business models help keep waste out of landfill.', 'Optimizing routes, filling vehicles more efficiently, switching to low-emission fuels and renewable electricity and using more rail transport.', 'As consumers demand increasingly transparent and sustainable products, our brands will continue to adapt, embracing sustainability.']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scenario],"['Transforming our product portfolio Creating new, low-carbon products, and reformulating existing ones using ingredients and processes that are good for both consumers and planet.', 'Using renewable energy to manufacture our products Making products more sustainably by switching to renewable electricity, using more renewable fuels and investing in energy efficiency.', 'Using nature’s own solutions such as agroforestry, soil management, and restoring peatlands and forests to lock GHGs in the ground.', 'Using our voice to galvanize action Forging deep engagement on climate issues with farmers, industry, governments, NGOs and communities.', 'Estimated GHG in 2030 according to business-as- usual scenario ', '* Original baseline – Updated figures are available in the latest ', 'Our net zero commitment by 2050 includes SBTi-approved near-term targets of 50% reduction of our annual net GHG emissions by 2030 compared to the 2018 baseline. ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scenario],"['It means that our key actions (see page 8) will help decrease our annual net emissions from 91.9 to 46.2 million tonnes of CO2e between 2018 and 2030. ', 'We commit to achieve this target by 2030 even as we grow our business. ', 'Growing our business would normally be a factor for additional emissions. To reflect this, we take into account a ‘business-as-usual’ scenario based on a theoretical average annual GHG emissions growth rate of 3.3% between 2018 and 2030 (based on historical trends). It helps provide perspective on the importance of our key climate actions. ', 'Dairy and livestock ingredients are our largest single source of emissions. Charting a course to net zero means driving a major shift in the way we source and produce these nutritious ingredients, investing in innovations and new business models. ']"
"Switzerland_Nestle, 2023, net zero roadmap",Scope3,"['In China, expanding our Dairy Farming Institute and launching a Grain Competence Center to coordinate research and encourage knowledge sharing. ', 'Piloting net zero farms, including partnering with the US dairy industry and academia to implement new technologies and economically viable practices. ', 'Working with our suppliers, we will focus on collecting and validating emissions data, helping improve accuracy and enabling us to work more effectively together in different countries. ', 'Dairy and livestock supply chain emissions and reductions, 2018 to 2030 ', 'Projected 2030 business-as-usual emissions 50.6 million tonnes of CO2e 29.3 million tonnes of CO2e ', '2018 emissions baseline plus our forecast company growth (16.4 million tonnes of CO2e) to 2030 ', 'Making farms more productive through training and better herd management ', 'Caring for grassland to store more carbon by using regenerative agriculture and organic fertilizers ']"
"Switzerland_Nestle, 2023, net zero roadmap",[Scope3],"['By 2030, we forecast a 44% reduction in GHG emissions from investing in soil health and forests compared to our 2018 in-scope baseline. Up to 80% of the target can be addressed through carbon Scope 3 removals delivered by agroforestry, improved agricultural practices and tackling deforestation. ', 'Forest conservation and the restoration of natural landscapes are some of the most cost-effective and impactful ways we can mitigate GHG emissions. Other measures, such as changing agricultural practices, may be more expensive in the short term but are better suited to local conditions. An important part of what we need to do next is to help find the right actions for different local contexts. ', 'We want our work to support resilient landscapes and communities. In the coming years, we aim to transform our relationship with suppliers and move to a collective level of engagement, investing in collaborative actions that impact wider regions. ']"
