File,Code,Text
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['On this journey we are taking a science-driven approach, with our industry’s first net-zero 2030 and 2050 targets, validated by the Science Based Targets initiative (SBTi). These goals cut across our entire value chain, including Scope 1, 2 and 3 emissions. ', 'With our 70,000 people around the world, we will never stop pushing for progress. This Climate Report is a testimony to their drive to put climate action at the heart of everything we do. We hope that their many achievements, which are reflected in the pages that follow, will inspire you to join us to make a bigger difference together. ', 'Join us to build a net-zero future that works for people and the planet! ', 'Image: Living tomorrow complex in Belgium is built with ECOPact with 70% lower CO2 ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['OUR CO2 FOOTPRINT (%) SCOPE 1: 119.3 MT CO2 75% SCOPE 2: 7.0 MT CO2 5% SCOPE 3: 30.0 MT CO2 20% 75+5+20+O ', 'Scope 1 emissions account for 75% of our footprint and are at the core of our emissions reduction strategy. Scope 1 includes all emissions that are released directly from our operations. Most of these come from cement production. Over 60% of ', 'our Scope 1 emissions are generated during the decarbonation of the raw materials we use to produce clinker. Fuel combustion necessary to heat the cement kilns is another significant source of emissions. A small share of Scope 1 emissions come from our own power generation and from operations linked to aggregates and ready-mix concrete. ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['Scope 2 emissions account for 5% of our carbon footprint. Scope 2 includes indirect emissions from the generation of purchased electricity consumed in the company’s owned or controlled equipment. ', 'Scope 3 emissions account for 20% of our carbon footprint. Scope 3 includes all other indirect emissions generated in our supply chain, such as for transportation and the extraction and production of purchased materials and fuels. ', 'enable more energy efficient buildings and healthier cities. With our specialty building solutions, from our Tector range to Airium, we are making buildings last longer with advanced repair and renovation systems. We are also deploying technologies like 3D printing to build more with less, across a range of applications from affordable housing to bridges and windmills. ', 'To accelerate our net-zero journey we are developing next generation technologies, from carbon capture, utilization and storage (CCUS) to concrete-based renewable energy systems. ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['Calcined clay investments in a new line in France and launch of calcined clay cement in Italy and France ', 'Double1 waste-derived fuels in production to reach 37% ', 'Waste-derived fuels in production reached 21% in 2021 ', 'Reach 475 kg of Scope 1 CO2 per ton of cementitious material ', 'Reduced to 553 kg of CO2 per ton of cementitious material in 2021 ', 'Operate its first net-zero carbon cement production facility ', '10+ new carbon capture projects launched in 2021, reaching 30+ projects in 12 countries (vs. 20 projects in 7 countries in 2020) ']"
"Switzerland_Holcim, 2021, climate report 2021","[Scope3, Paris]","['Taking a rigorous science-driven approach, Holcim’s 2050 goals are among the first long-term targets validated by the Science Based Targets initiative (SBTi). Consistent with the new net-zero standard, we have now validated our entire decarbonization pathway across all scopes, setting a reference for our entire industry. ', 'In 2020, Holcim entered a new era in sustainability with our net-zero pledge. Leading the way in green construction, we were the first global building materials company to sign the UNGC’s “Business Ambition for 1.5°C” initiative, with intermediate 2030 targets approved by the SBTi in alignment with a net-zero pathway. ', 'We continue to lead the industry on climate with the verification of our Scope 3 intermediate targets. ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['Our intermediate targets now cover the three ""scopes"" of carbon emissions as established by the Greenhouse Gas (GHG) Protocol to address both our direct and indirect impact. ', 'Holcim commits to reduce Scope 1 and 2 GHG emissions 21% per ton of cementitious materials by 2030 from a 2018 base year.2 Within this target, Holcim commits to reduce Scope 1 GHG emissions 17.5% per ton of cementitious material and Scope 2 GHG emissions 65% per ton of cementitious materials within the same timeframe. ', 'Holcim commits to reduce its Scope 3 GHG emissions by 2030, from a 2020 base year, for the following categories: ', 'purchased goods and services by 20% per ton of purchased clinker and cement ', 'fuel and energy-related activities by 20% per ton of purchased fuels ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['downstream transportation and distribution by 24% per ton of materials transported. ', '2 The target boundary includes land-related emissions and removals from bioenergy feedstocks ', 'Our pathway to 2030 is clear. To reach our Scope 1 and Scope 2 commitments, we will reduce our clinker factor, use alternative fuels instead of fossil fuels (or increase our thermal substitution rate) and increase our use of renewable energy. We will invest in proven technologies that produce positive returns. Our 2030 Scope 3 targets will be achieved by focusing on our most material Scope 3 categories. ', 'We will reduce Scope 1 and 2 GHG emissions by 95% per ton of cementitious from a 2018 base year.3 ', 'We will reduce absolute Scope 3 GHG emissions by 90% by 2050 from a 2020 base year. ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['Our 2050 targets have been validated by the SBTi aligned with its new net-zero standard. The pathway from 2030 to 2050 leverages the same levers used between 2020 and 2030, while integrating new and advanced technologies. These technologies include novel binders, zero-emission vehicles, low-clinker cements and CCUS technologies. ', 'GHG emissions across the value chain validated by ', 'Holcim’s 2050 net-zero targets validated by SBTi: ', 'Holcim commits to reduce Scope 1 and 2 GHG emissions by 95% per ton of cementitious materials by 2050 from a 2018 base year.2 ', 'Holcim commits to reduce absolute Scope 3 GHG emissions by 90% by 2050 from a 2020 base year. ', '3 The target boundary includes land-related emissions and removals from bioenergy feedstocks ']"
"Switzerland_Holcim, 2021, climate report 2021",[Scope3],"['Reducing CO2 emissions is key for us to continue creating long-term value. Our cement is one of the most carbon efficient in the sector. Our Scope 1 and Scope 2 emissions per ton of product are 29% lower than in 1990. ', 'Holcim is among the first companies worldwide to set 2050 net-zero targets validated by the Science Based Targets initiative (SBTi). With these goals, Holcim is the first in its industry with: ', '2030 and 2050 net-zero aligned targets validated by SBTi, and ', 'Scope 1, 2 & 3 targets, cutting across our operations and value chain. ', 'Mvule Gardens in Kenya, Africa’s largest 3D-printed affordable housing complex is built with TectorPrint ']"
"Switzerland_Holcim, 2021, climate report 2021",Scope3,"['ACCELERATING GREEN GROWTH: SCALING UP CIRCULAR CONSTRUCTION Our ECOPlanet green cement range includes the world’s first cement with 20% construction & demolition waste inside, launched in Switzerland, Susteno. 2020 46 MT Target 2030 100 MT 2021 54 MT +17% waste recycled increase in 2021 6.6Mt of Construction & Demolition Waste recycled into new products (>1,000 truckloads per day) ', 'Scope 2 emissions account for 5% of our carbon footprint. They include indirect emissions from the generation of purchased electricity consumed in owned or controlled equipment. ', '2021 34 Kg CO2/t cementitious 2030 TARGET 13 Kg CO2/t cementitious 2050 TARGET ', 'Electricity consumption from local decarbonized PPAs or contracts ']"
